ID_CZASTECZKI, CORD_X, CORD_Y
Czasteczka nr. 88, 1.807555, 1.349893
Czasteczka nr. 89, 1.563014, 1.318473
Czasteczka nr. 90, 1.699948, 1.312745
Czasteczka nr. 91, 1.484107, 1.514079
Czasteczka nr. 92, 1.723346, 1.410868
Czasteczka nr. 93, 1.916151, 1.349725
Czasteczka nr. 94, 1.807526, 1.286973
Czasteczka nr. 95, 1.707862, 1.430478
Czasteczka nr. 96, 1.808587, 1.419000
Czasteczka nr. 97, 1.802903, 1.458320
Czasteczka nr. 98, 1.726108, 1.400190
Czasteczka nr. 99, 1.781545, 1.416681
Czasteczka nr. 100, 1.751594, 1.964875
Czasteczka nr. 101, 1.676250, 1.350352
Czasteczka nr. 102, 1.542693, 1.315924
Czasteczka nr. 103, 1.740180, 1.281186
Czasteczka nr. 104, 1.994991, 1.303202
Czasteczka nr. 105, 1.539432, 1.434326
Czasteczka nr. 106, 1.146585, 1.733478
Czasteczka nr. 107, 1.998752, 1.407060
Czasteczka nr. 108, 1.747602, 1.324349
Czasteczka nr. 109, 1.921139, 1.204575
Czasteczka nr. 110, 1.811402, 1.413074
Czasteczka nr. 111, 1.821882, 1.702080
Czasteczka nr. 112, 1.613266, 1.454842
Czasteczka nr. 113, 1.706145, 1.408569
Czasteczka nr. 114, 1.804598, 1.425659
Czasteczka nr. 115, 1.726650, 1.390018
Czasteczka nr. 116, 1.835357, 1.405859
Czasteczka nr. 117, 1.531634, 1.269375
Czasteczka nr. 118, 1.810900, 1.386116
Czasteczka nr. 119, 1.669581, 1.504720
Czasteczka nr. 120, 1.575638, 1.437968
Czasteczka nr. 121, 2.027049, 1.316913
Czasteczka nr. 122, 1.716508, 1.793111
Czasteczka nr. 123, 1.812776, 1.881566
Czasteczka nr. 124, 1.484603, 1.712359
Czasteczka nr. 125, 1.819328, 1.443329
Czasteczka nr. 126, 1.823449, 1.387095
Czasteczka nr. 127, 1.711700, 1.678941
Czasteczka nr. 128, 1.884242, 1.792684
Czasteczka nr. 129, 1.668195, 1.408883
Czasteczka nr. 130, 1.750465, 1.324955
Czasteczka nr. 131, 1.795505, 1.523056
Czasteczka nr. 132, 1.351013, 1.529202
Czasteczka nr. 133, 1.739549, 1.430700
Czasteczka nr. 134, 1.835463, 1.381870
Czasteczka nr. 135, 1.772729, 1.558033
Czasteczka nr. 136, 1.805400, 1.455150
Czasteczka nr. 137, 1.760150, 1.446705
Czasteczka nr. 138, 1.893337, 1.327486
Czasteczka nr. 139, 1.618465, 1.376134
Czasteczka nr. 140, 1.601645, 1.375908
Czasteczka nr. 141, 1.923060, 1.574472
Czasteczka nr. 142, 1.644069, 1.576099
Czasteczka nr. 143, 1.675729, 1.617768
Czasteczka nr. 144, 1.825921, 1.335474
Czasteczka nr. 145, 1.737849, 1.543409
Czasteczka nr. 146, 1.687968, 1.879140
Czasteczka nr. 147, 1.099905, 1.257768
Czasteczka nr. 148, 1.824709, 1.403419
Czasteczka nr. 149, 1.767509, 1.400964
Czasteczka nr. 150, 1.758281, 1.370542
Czasteczka nr. 151, 1.820992, 1.361689
Czasteczka nr. 152, 1.525284, 1.795520
Czasteczka nr. 153, 1.845828, 1.628317
Czasteczka nr. 154, 1.805553, 1.551287
Czasteczka nr. 155, 1.533762, 1.483743
Czasteczka nr. 156, 1.609130, 1.700439
Czasteczka nr. 157, 1.816282, 1.269363
Czasteczka nr. 158, 1.824939, 1.487807
Czasteczka nr. 159, 1.626435, 1.405068
Czasteczka nr. 160, 1.669537, 1.760168
Czasteczka nr. 161, 1.819841, 1.560875
Czasteczka nr. 162, 1.734987, 1.371366
Czasteczka nr. 163, 1.811477, 1.735534
Czasteczka nr. 164, 1.696571, 1.974445
Czasteczka nr. 165, 1.803251, 1.427356
Czasteczka nr. 166, 1.598601, 1.352089
Czasteczka nr. 167, 1.684585, 1.632245
Czasteczka nr. 168, 1.658851, 1.403826
Czasteczka nr. 169, 1.631425, 1.347248
Czasteczka nr. 170, 1.830673, 1.249121
Czasteczka nr. 171, 1.811994, 1.432181
Czasteczka nr. 172, 1.728302, 1.404095
Czasteczka nr. 173, 1.957563, 1.660464
Czasteczka nr. 174, 1.798684, 1.521254
Czasteczka nr. 175, 1.817812, 1.378821
Czasteczka nr. 176, 1.610210, 1.438146
Czasteczka nr. 177, 1.782351, 1.547361
Czasteczka nr. 178, 1.811417, 1.479636
Czasteczka nr. 179, 1.810830, 1.406116
Czasteczka nr. 180, 1.813527, 1.519542
Czasteczka nr. 181, 1.699057, 1.197324
Czasteczka nr. 182, 1.940538, 1.249849
Czasteczka nr. 183, 1.806941, 1.474264
Czasteczka nr. 184, 1.245724, 1.325471
Czasteczka nr. 185, 1.758170, 1.671533
Czasteczka nr. 186, 1.804657, 1.256920
Czasteczka nr. 187, 1.683896, 1.413042
Czasteczka nr. 188, 1.578419, 1.536858
Czasteczka nr. 189, 1.488592, 1.671547
Czasteczka nr. 190, 1.796827, 1.428030
Czasteczka nr. 191, 1.962785, 1.432127
Czasteczka nr. 192, 1.864614, 1.538380
Czasteczka nr. 193, 1.755494, 1.439038
Czasteczka nr. 194, 1.900829, 1.173813
Czasteczka nr. 195, 1.815218, 1.399250
Czasteczka nr. 196, 1.731275, 1.830900
Czasteczka nr. 197, 1.450176, 1.821001
Czasteczka nr. 198, 1.811190, 1.329423
Czasteczka nr. 199, 1.772701, 1.227207
Czasteczka nr. 200, 1.934243, 1.446017

STAN Z TURY: 185, , 
Czasteczka nr. 1, 1.545691, 1.404550
Czasteczka nr. 2, 1.857942, 1.708421
Czasteczka nr. 3, 1.901381, 1.402303
Czasteczka nr. 4, 1.796614, 1.402554
Czasteczka nr. 5, 1.638948, 1.358857
Czasteczka nr. 6, 1.801086, 1.304901
Czasteczka nr. 7, 1.529388, 1.402614
Czasteczka nr. 8, 1.742826, 1.426754
Czasteczka nr. 9, 1.803156, 1.408490
Czasteczka nr. 10, 0.935053, 1.697740
Czasteczka nr. 11, 1.793435, 1.392597
Czasteczka nr. 12, 1.868268, 1.334214
Czasteczka nr. 13, 1.773806, 1.399042
Czasteczka nr. 14, 1.510324, 1.310257
Czasteczka nr. 15, 1.458605, 1.305571
Czasteczka nr. 16, 1.750581, 1.244258
Czasteczka nr. 17, 1.451077, 1.374982
Czasteczka nr. 18, 1.847299, 1.265704
Czasteczka nr. 19, 1.878299, 1.141737
Czasteczka nr. 20, 1.784432, 1.433361
Czasteczka nr. 21, 1.775982, 1.425520
Czasteczka nr. 22, 1.667035, 1.185400
Czasteczka nr. 23, 1.850163, 1.066089
Czasteczka nr. 24, 1.680222, 1.598318
Czasteczka nr. 25, 1.753808, 1.254527
Czasteczka nr. 26, 1.790790, 1.653401
Czasteczka nr. 27, 1.829087, 1.455148
Czasteczka nr. 28, 1.758019, 1.389336
Czasteczka nr. 29, 1.789030, 1.345778
Czasteczka nr. 30, 1.699969, 1.504806
Czasteczka nr. 31, 1.848569, 1.566724
Czasteczka nr. 32, 1.855927, 1.639762
Czasteczka nr. 33, 1.612483, 1.451071
Czasteczka nr. 34, 1.856297, 1.308286
Czasteczka nr. 35, 1.574704, 1.441186
Czasteczka nr. 36, 1.892306, 1.471554
Czasteczka nr. 37, 1.818521, 1.360438
Czasteczka nr. 38, 1.841640, 1.597618
Czasteczka nr. 39, 1.912522, 1.810198
Czasteczka nr. 40, 1.750344, 1.654875
Czasteczka nr. 41, 1.886458, 1.268294
Czasteczka nr. 42, 1.831460, 1.375062
Czasteczka nr. 43, 1.759069, 1.641399
Czasteczka nr. 44, 1.287923, 1.390443
Czasteczka nr. 45, 1.693333, 1.263398
Czasteczka nr. 46, 1.615915, 1.404346
Czasteczka nr. 47, 1.623868, 1.411245
Czasteczka nr. 48, 1.791802, 1.333629
Czasteczka nr. 49, 1.709441, 1.404541
Czasteczka nr. 50, 1.911515, 1.332683
Czasteczka nr. 51, 1.883543, 1.281208
Czasteczka nr. 52, 1.802461, 1.570995
Czasteczka nr. 53, 1.879052, 1.248811
Czasteczka nr. 54, 1.806337, 1.275175
Czasteczka nr. 55, 1.407890, 1.421724
Czasteczka nr. 56, 1.825610, 1.368371
Czasteczka nr. 57, 1.691988, 1.297786
Czasteczka nr. 58, 1.820973, 1.501455
Czasteczka nr. 59, 1.786656, 1.393487
Czasteczka nr. 60, 1.677931, 1.404434
Czasteczka nr. 61, 1.800661, 1.553293
Czasteczka nr. 62, 1.922841, 1.662043
Czasteczka nr. 63, 1.832685, 1.152360
Czasteczka nr. 64, 1.788004, 1.402192
Czasteczka nr. 65, 1.746475, 1.284000
Czasteczka nr. 66, 1.448433, 1.395555
Czasteczka nr. 67, 1.932546, 1.392124
Czasteczka nr. 68, 1.749139, 1.627321
Czasteczka nr. 69, 1.799762, 1.421915
Czasteczka nr. 70, 1.107230, 1.264547
Czasteczka nr. 71, 1.816548, 1.262810
Czasteczka nr. 72, 1.390280, 1.405972
Czasteczka nr. 73, 1.782595, 1.425396
Czasteczka nr. 74, 1.655978, 1.110729
Czasteczka nr. 75, 1.814232, 1.268546
Czasteczka nr. 76, 1.805455, 1.181892
Czasteczka nr. 77, 1.874967, 1.391189
Czasteczka nr. 78, 1.829770, 1.352267
Czasteczka nr. 79, 1.804226, 1.470170
Czasteczka nr. 80, 1.828061, 0.984308
Czasteczka nr. 81, 1.925526, 1.410810
Czasteczka nr. 82, 1.407893, 1.111540
Czasteczka nr. 83, 1.666059, 1.419644
Czasteczka nr. 84, 1.782824, 1.488265
Czasteczka nr. 85, 1.827183, 1.484298
Czasteczka nr. 86, 1.808377, 1.434943
Czasteczka nr. 87, 1.727230, 1.470116
Czasteczka nr. 88, 1.830379, 1.343493
Czasteczka nr. 89, 1.546356, 1.284062
Czasteczka nr. 90, 1.453210, 1.382208
Czasteczka nr. 91, 1.751669, 1.356594
Czasteczka nr. 92, 1.784577, 1.414779
Czasteczka nr. 93, 1.856860, 1.381843
Czasteczka nr. 94, 1.827666, 1.199170
Czasteczka nr. 95, 1.460796, 1.444529
Czasteczka nr. 96, 1.811276, 1.113373
Czasteczka nr. 97, 1.802811, 1.439898
Czasteczka nr. 98, 1.789667, 1.409789
Czasteczka nr. 99, 1.807259, 1.420542
Czasteczka nr. 100, 1.466956, 2.187521
Czasteczka nr. 101, 1.289199, 1.381057
Czasteczka nr. 102, 1.432638, 1.343303
Czasteczka nr. 103, 1.759240, 1.303738
Czasteczka nr. 104, 1.930537, 1.268588
Czasteczka nr. 105, 1.624798, 1.482789
Czasteczka nr. 106, 1.161290, 1.480958
Czasteczka nr. 107, 1.975255, 1.431020
Czasteczka nr. 108, 1.740901, 1.303315
Czasteczka nr. 109, 1.897760, 1.293638
Czasteczka nr. 110, 1.739242, 1.529828
Czasteczka nr. 111, 1.820788, 1.603443
Czasteczka nr. 112, 1.458055, 1.439843
Czasteczka nr. 113, 1.730978, 1.669680
Czasteczka nr. 114, 1.817220, 1.395675
Czasteczka nr. 115, 1.777908, 1.524100
Czasteczka nr. 116, 1.470062, 1.316328
Czasteczka nr. 117, 1.432089, 1.293834
Czasteczka nr. 118, 1.813243, 1.106291
Czasteczka nr. 119, 1.724606, 1.475090
Czasteczka nr. 120, 1.524500, 1.661474
Czasteczka nr. 121, 1.766732, 1.293604
Czasteczka nr. 122, 1.729857, 1.565872
Czasteczka nr. 123, 1.824002, 1.983858
Czasteczka nr. 124, 1.501544, 1.433972
Czasteczka nr. 125, 1.844334, 1.426066
Czasteczka nr. 126, 1.806038, 1.385714
Czasteczka nr. 127, 1.578911, 1.650201
Czasteczka nr. 128, 1.908163, 1.709750
Czasteczka nr. 129, 1.587822, 1.413322
Czasteczka nr. 130, 1.755532, 1.367034
Czasteczka nr. 131, 1.800032, 1.593116
Czasteczka nr. 132, 1.148972, 1.533793
Czasteczka nr. 133, 1.704016, 1.202265
Czasteczka nr. 134, 1.819846, 1.351978
Czasteczka nr. 135, 1.774859, 1.488150
Czasteczka nr. 136, 1.805839, 1.656647
Czasteczka nr. 137, 1.826847, 1.435820
Czasteczka nr. 138, 1.833727, 1.305202
Czasteczka nr. 139, 1.733732, 1.408025
Czasteczka nr. 140, 1.730099, 1.379501
Czasteczka nr. 141, 1.856715, 1.657418
Czasteczka nr. 142, 1.682684, 1.597821
Czasteczka nr. 143, 1.610536, 1.689798
Czasteczka nr. 144, 1.846794, 1.169103
Czasteczka nr. 145, 1.513892, 1.545335
Czasteczka nr. 146, 1.666951, 1.565308
Czasteczka nr. 147, 1.133882, 1.264729
Czasteczka nr. 148, 1.873210, 1.395285
Czasteczka nr. 149, 1.797881, 1.408661
Czasteczka nr. 150, 1.766203, 1.405069
Czasteczka nr. 151, 1.805993, 1.402476
Czasteczka nr. 152, 1.672352, 1.668579
Czasteczka nr. 153, 1.820935, 1.521582
Czasteczka nr. 154, 1.827145, 1.439522
Czasteczka nr. 155, 1.656501, 1.512311
Czasteczka nr. 156, 1.149001, 1.358905
Czasteczka nr. 157, 1.817997, 1.416058
Czasteczka nr. 158, 1.821254, 1.580881
Czasteczka nr. 159, 1.715732, 1.406782
Czasteczka nr. 160, 1.688920, 1.621118
Czasteczka nr. 161, 1.869680, 1.434449
Czasteczka nr. 162, 1.626056, 1.698881
Czasteczka nr. 163, 1.804852, 1.415529
Czasteczka nr. 164, 1.717288, 1.538810
Czasteczka nr. 165, 1.804754, 1.434945
Czasteczka nr. 166, 1.482246, 1.314523
Czasteczka nr. 167, 1.574181, 1.409887
Czasteczka nr. 168, 1.722259, 1.302086
Czasteczka nr. 169, 1.682913, 1.072667
Czasteczka nr. 170, 1.794579, 1.321480
Czasteczka nr. 171, 1.871646, 1.436690
Czasteczka nr. 172, 1.551878, 1.452514
Czasteczka nr. 173, 1.803319, 1.638850
Czasteczka nr. 174, 1.785750, 1.537867
Czasteczka nr. 175, 1.806724, 1.119968
Czasteczka nr. 176, 1.473498, 1.455612
Czasteczka nr. 177, 1.762742, 1.652888
Czasteczka nr. 178, 1.808127, 1.533307
Czasteczka nr. 179, 1.812359, 1.405654
Czasteczka nr. 180, 1.836813, 1.680711
Czasteczka nr. 181, 1.346765, 1.073334
Czasteczka nr. 182, 1.888241, 1.255846
Czasteczka nr. 183, 1.796818, 1.556174
Czasteczka nr. 184, 1.618021, 1.362420
Czasteczka nr. 185, 1.671801, 1.751903
Czasteczka nr. 186, 1.803917, 1.169799
Czasteczka nr. 187, 1.609225, 1.695384
Czasteczka nr. 188, 1.220555, 1.447969
Czasteczka nr. 189, 1.636352, 1.586659
Czasteczka nr. 190, 1.798022, 1.445191
Czasteczka nr. 191, 1.943625, 1.439876
Czasteczka nr. 192, 1.863829, 1.428788
Czasteczka nr. 193, 1.741191, 1.505868
Czasteczka nr. 194, 1.751030, 1.339109
Czasteczka nr. 195, 1.759253, 1.335296
Czasteczka nr. 196, 1.720918, 1.663720
Czasteczka nr. 197, 1.140362, 1.426580
Czasteczka nr. 198, 1.828856, 1.351209
Czasteczka nr. 199, 1.769617, 1.243799
Czasteczka nr. 200, 1.827237, 1.408498

STAN Z TURY: 186, , 
Czasteczka nr. 1, 1.518472, 1.404250
Czasteczka nr. 2, 1.968695, 1.877707
Czasteczka nr. 3, 1.883777, 1.395946
Czasteczka nr. 4, 1.794711, 1.082385
Czasteczka nr. 5, 1.673935, 1.409582
Czasteczka nr. 6, 1.798393, 1.233383
Czasteczka nr. 7, 1.570008, 1.395692
Czasteczka nr. 8, 1.736703, 1.422629
Czasteczka nr. 9, 1.803156, 1.408490
Czasteczka nr. 10, 1.759886, 1.471995
Czasteczka nr. 11, 1.790083, 1.248490
Czasteczka nr. 12, 1.835414, 1.234859
Czasteczka nr. 13, 1.754670, 1.401822
Czasteczka nr. 14, 1.455109, 1.403861
Czasteczka nr. 15, 1.417497, 1.335536
Czasteczka nr. 16, 1.588726, 1.248288
Czasteczka nr. 17, 1.808403, 1.522616
Czasteczka nr. 18, 1.868437, 1.270246
Czasteczka nr. 19, 1.982252, 1.423694
Czasteczka nr. 20, 1.773481, 1.419117
Czasteczka nr. 21, 1.782769, 1.427497
Czasteczka nr. 22, 1.678999, 1.244165
Czasteczka nr. 23, 1.859217, 1.038556
Czasteczka nr. 24, 1.786214, 1.643213
Czasteczka nr. 25, 1.770181, 1.306459
Czasteczka nr. 26, 1.796527, 1.512909
Czasteczka nr. 27, 1.847737, 1.498072
Czasteczka nr. 28, 1.746041, 1.380703
Czasteczka nr. 29, 1.795838, 1.569299
Czasteczka nr. 30, 1.539961, 1.569744
Czasteczka nr. 31, 1.960567, 1.516307
Czasteczka nr. 32, 1.836581, 1.459144
Czasteczka nr. 33, 1.756703, 1.480041
Czasteczka nr. 34, 1.897742, 1.448352
Czasteczka nr. 35, 1.513463, 1.407139
Czasteczka nr. 36, 1.862040, 1.482393
Czasteczka nr. 37, 1.820975, 1.251416
Czasteczka nr. 38, 2.014605, 1.596927
Czasteczka nr. 39, 1.847501, 1.916865
Czasteczka nr. 40, 1.670913, 1.662001
Czasteczka nr. 41, 1.915655, 1.192760
Czasteczka nr. 42, 1.807529, 1.456945
Czasteczka nr. 43, 1.764140, 1.596141
Czasteczka nr. 44, 1.536152, 1.382454
Czasteczka nr. 45, 1.575042, 1.301358
Czasteczka nr. 46, 1.682726, 1.427625
Czasteczka nr. 47, 1.735745, 1.185782
Czasteczka nr. 48, 1.745787, 1.241964
Czasteczka nr. 49, 1.660825, 1.402531
Czasteczka nr. 50, 1.968807, 1.270673
Czasteczka nr. 51, 1.853298, 1.310867
Czasteczka nr. 52, 1.786305, 1.634229
Czasteczka nr. 53, 1.887801, 1.292160
Czasteczka nr. 54, 1.805545, 1.141972
Czasteczka nr. 55, 1.459144, 1.524836
Czasteczka nr. 56, 1.800548, 1.186955
Czasteczka nr. 57, 1.593537, 1.266358
Czasteczka nr. 58, 1.856487, 1.525465
Czasteczka nr. 59, 1.781066, 1.389873
Czasteczka nr. 60, 1.735439, 1.380212
Czasteczka nr. 61, 1.742978, 1.457661
Czasteczka nr. 62, 1.877907, 1.574889
Czasteczka nr. 63, 1.818156, 1.191740
Czasteczka nr. 64, 1.809027, 1.401012
Czasteczka nr. 65, 1.748270, 1.346244
Czasteczka nr. 66, 1.623562, 1.362357
Czasteczka nr. 67, 1.730284, 1.414783
Czasteczka nr. 68, 1.744552, 1.708288
Czasteczka nr. 69, 1.798296, 1.411887
Czasteczka nr. 70, 1.338677, 1.269412
Czasteczka nr. 71, 1.934740, 1.228675
Czasteczka nr. 72, 1.446982, 1.493511
Czasteczka nr. 73, 1.782582, 1.422202
Czasteczka nr. 74, 1.668761, 1.411482
Czasteczka nr. 75, 1.854709, 1.118929
Czasteczka nr. 76, 1.815079, 1.389644
Czasteczka nr. 77, 1.796169, 1.375233
Czasteczka nr. 78, 1.669378, 1.357440
Czasteczka nr. 79, 1.803984, 1.470668
Czasteczka nr. 80, 1.796170, 0.996492
Czasteczka nr. 81, 1.821766, 1.402267
Czasteczka nr. 82, 1.351205, 1.382598
Czasteczka nr. 83, 1.618179, 1.430484
Czasteczka nr. 84, 1.795587, 1.660131
Czasteczka nr. 85, 1.830046, 1.488219
Czasteczka nr. 86, 1.835174, 1.682152
Czasteczka nr. 87, 1.740032, 1.451477
Czasteczka nr. 88, 1.852800, 1.117632
Czasteczka nr. 89, 1.497300, 1.326212
Czasteczka nr. 90, 1.681365, 1.309251
Czasteczka nr. 91, 1.523822, 1.816387
Czasteczka nr. 92, 1.806523, 1.417513
Czasteczka nr. 93, 1.809228, 1.377723
Czasteczka nr. 94, 1.785770, 1.408916
Czasteczka nr. 95, 1.387102, 1.486159
Czasteczka nr. 96, 1.811342, 1.197359
Czasteczka nr. 97, 1.802972, 1.428552
Czasteczka nr. 98, 1.722313, 1.813491
Czasteczka nr. 99, 1.576512, 1.415300
Czasteczka nr. 100, 1.473714, 1.605208
Czasteczka nr. 101, 1.584738, 1.383021
Czasteczka nr. 102, 1.662030, 1.329686
Czasteczka nr. 103, 1.747059, 1.335325
Czasteczka nr. 104, 1.793373, 1.302987
Czasteczka nr. 105, 1.602507, 1.519318
Czasteczka nr. 106, 1.346783, 1.534439
Czasteczka nr. 107, 1.800761, 1.416749
Czasteczka nr. 108, 1.772338, 1.401230
Czasteczka nr. 109, 1.854893, 1.322747
Czasteczka nr. 110, 1.625329, 1.598854
Czasteczka nr. 111, 1.818615, 1.588877
Czasteczka nr. 112, 1.484797, 1.410576
Czasteczka nr. 113, 1.771051, 1.504214
Czasteczka nr. 114, 1.813296, 1.372452
Czasteczka nr. 115, 1.789249, 1.600275
Czasteczka nr. 116, 1.422544, 1.281874
Czasteczka nr. 117, 1.346907, 1.424998
Czasteczka nr. 118, 1.817375, 1.280964
Czasteczka nr. 119, 1.636640, 1.694624
Czasteczka nr. 120, 1.705136, 1.778100
Czasteczka nr. 121, 1.673798, 1.225842
Czasteczka nr. 122, 1.686507, 1.376501
Czasteczka nr. 123, 1.827061, 1.648791
Czasteczka nr. 124, 1.503323, 1.648175
Czasteczka nr. 125, 1.836152, 1.413788
Czasteczka nr. 126, 1.788872, 1.399111
Czasteczka nr. 127, 1.512985, 1.563072
Czasteczka nr. 128, 1.801037, 1.575610
Czasteczka nr. 129, 1.652533, 1.486535
Czasteczka nr. 130, 1.762826, 1.322451
Czasteczka nr. 131, 1.796277, 1.517342
Czasteczka nr. 132, 1.718466, 1.457910
Czasteczka nr. 133, 1.771171, 1.270276
Czasteczka nr. 134, 1.827056, 1.365745
Czasteczka nr. 135, 1.755878, 1.548171
Czasteczka nr. 136, 1.806035, 1.776914
Czasteczka nr. 137, 1.816306, 1.475575
Czasteczka nr. 138, 1.840930, 1.306076
Czasteczka nr. 139, 1.777442, 1.401816
Czasteczka nr. 140, 1.241869, 1.377135
Czasteczka nr. 141, 1.833186, 1.647282
Czasteczka nr. 142, 1.725027, 1.390391
Czasteczka nr. 143, 1.755095, 1.444765
Czasteczka nr. 144, 1.837222, 1.160467
Czasteczka nr. 145, 1.387158, 1.515439
Czasteczka nr. 146, 1.391184, 1.486967
Czasteczka nr. 147, 1.245490, 1.286402
Czasteczka nr. 148, 1.854925, 1.377917
Czasteczka nr. 149, 1.802882, 1.410612
Czasteczka nr. 150, 1.769493, 1.355592
Czasteczka nr. 151, 1.892248, 1.377335
Czasteczka nr. 152, 1.655368, 1.503176
Czasteczka nr. 153, 1.854505, 1.570111
Czasteczka nr. 154, 1.837260, 1.414927
Czasteczka nr. 155, 1.723807, 1.414105
Czasteczka nr. 156, 0.965663, 1.432308
Czasteczka nr. 157, 1.521364, 1.397557
Czasteczka nr. 158, 1.877717, 1.522495
Czasteczka nr. 159, 1.648976, 1.401469
Czasteczka nr. 160, 1.667594, 1.633851
Czasteczka nr. 161, 1.731611, 1.401896
Czasteczka nr. 162, 1.747721, 1.923817
Czasteczka nr. 163, 1.811653, 1.329498
Czasteczka nr. 164, 1.785317, 1.635111
Czasteczka nr. 165, 1.804629, 1.444724
Czasteczka nr. 166, 1.607364, 1.258421
Czasteczka nr. 167, 1.565835, 1.436179
Czasteczka nr. 168, 1.596244, 1.305101
Czasteczka nr. 169, 1.671967, 1.023134
Czasteczka nr. 170, 1.873868, 1.374496
Czasteczka nr. 171, 1.866333, 1.427069
Czasteczka nr. 172, 1.544263, 1.453553
Czasteczka nr. 173, 1.757324, 1.448908
Czasteczka nr. 174, 1.768051, 1.492857
Czasteczka nr. 175, 1.806994, 1.075808
Czasteczka nr. 176, 1.482388, 1.461683
Czasteczka nr. 177, 1.802789, 1.500686
Czasteczka nr. 178, 1.910121, 1.461079
Czasteczka nr. 179, 1.866775, 1.407581
Czasteczka nr. 180, 1.830798, 1.725787
Czasteczka nr. 181, 1.204924, 1.129866
Czasteczka nr. 182, 1.830137, 1.274945
Czasteczka nr. 183, 1.796330, 0.955331
Czasteczka nr. 184, 1.374861, 1.354255
Czasteczka nr. 185, 1.677247, 1.688091
Czasteczka nr. 186, 1.805986, 1.201046
Czasteczka nr. 187, 1.614135, 1.606427
Czasteczka nr. 188, 1.215998, 1.622282
Czasteczka nr. 189, 1.701111, 1.529403
Czasteczka nr. 190, 1.793494, 1.500669
Czasteczka nr. 191, 1.886296, 1.450839
Czasteczka nr. 192, 1.878773, 1.658277
Czasteczka nr. 193, 1.669373, 1.536146
Czasteczka nr. 194, 1.173222, 1.205288
Czasteczka nr. 195, 1.686723, 1.266585
Czasteczka nr. 196, 1.753436, 1.536491
Czasteczka nr. 197, 1.500350, 1.646097
Czasteczka nr. 198, 1.824354, 1.391250
Czasteczka nr. 199, 1.756938, 1.186331
Czasteczka nr. 200, 1.934601, 1.513341

STAN Z TURY: 187, , 
Czasteczka nr. 1, 1.580815, 1.406871
Czasteczka nr. 2, 1.992936, 1.385883
Czasteczka nr. 3, 1.866088, 1.426208
Czasteczka nr. 4, 1.793431, 0.986512
Czasteczka nr. 5, 1.592766, 1.202946
Czasteczka nr. 6, 1.800782, 1.355813
Czasteczka nr. 7, 1.445605, 1.408126
Czasteczka nr. 8, 1.737544, 1.417437
Czasteczka nr. 9, 1.803156, 1.408490
Czasteczka nr. 10, 1.717253, 1.422293
Czasteczka nr. 11, 1.785752, 1.258777
Czasteczka nr. 12, 1.878872, 1.328853
Czasteczka nr. 13, 1.738222, 1.400199
Czasteczka nr. 14, 1.444379, 1.425200
Czasteczka nr. 15, 1.349248, 1.291297
Czasteczka nr. 16, 1.503564, 1.328016
Czasteczka nr. 17, 1.584723, 1.700076
Czasteczka nr. 18, 1.821119, 1.298655
Czasteczka nr. 19, 1.881517, 1.317368
Czasteczka nr. 20, 1.800670, 1.417751
Czasteczka nr. 21, 1.758246, 1.415697
Czasteczka nr. 22, 1.693968, 1.448752
Czasteczka nr. 23, 1.816325, 1.436033
Czasteczka nr. 24, 1.836182, 1.514018
Czasteczka nr. 25, 1.816220, 1.320573
Czasteczka nr. 26, 1.800067, 1.571814
Czasteczka nr. 27, 1.853529, 1.478149
Czasteczka nr. 28, 1.721496, 1.373271
Czasteczka nr. 29, 1.968311, 1.536032
Czasteczka nr. 30, 1.452128, 1.580156
Czasteczka nr. 31, 1.844448, 1.435743
Czasteczka nr. 32, 1.833707, 1.706020
Czasteczka nr. 33, 1.685392, 1.529544
Czasteczka nr. 34, 1.919456, 1.304042
Czasteczka nr. 35, 1.631218, 1.494797
Czasteczka nr. 36, 1.825920, 1.418324
Czasteczka nr. 37, 1.809437, 1.156028
Czasteczka nr. 38, 1.539646, 1.605676
Czasteczka nr. 39, 1.818664, 1.795023
Czasteczka nr. 40, 1.669322, 1.393843
Czasteczka nr. 41, 1.808995, 1.326359
Czasteczka nr. 42, 1.796836, 1.382707
Czasteczka nr. 43, 1.768990, 1.736752
Czasteczka nr. 44, 1.612272, 1.349851
Czasteczka nr. 45, 1.595160, 1.380658
Czasteczka nr. 46, 1.747787, 1.451783
Czasteczka nr. 47, 1.775825, 1.189487
Czasteczka nr. 48, 1.765991, 1.085108
Czasteczka nr. 49, 1.617967, 1.404610
Czasteczka nr. 50, 1.955066, 1.264898
Czasteczka nr. 51, 1.797851, 1.315777
Czasteczka nr. 52, 1.868696, 1.550362
Czasteczka nr. 53, 1.641827, 1.251250
Czasteczka nr. 54, 1.808916, 1.296197
Czasteczka nr. 55, 1.476062, 1.515538
Czasteczka nr. 56, 1.936541, 1.206296
Czasteczka nr. 57, 1.640318, 1.352244
Czasteczka nr. 58, 1.861161, 1.508262
Czasteczka nr. 59, 1.787322, 1.388770
Czasteczka nr. 60, 1.762342, 1.327087
Czasteczka nr. 61, 1.699442, 1.559077
Czasteczka nr. 62, 1.865823, 1.571200
Czasteczka nr. 63, 1.910921, 1.149414
Czasteczka nr. 64, 1.760879, 1.393024
Czasteczka nr. 65, 1.768254, 1.265897
Czasteczka nr. 66, 1.418652, 1.348569
Czasteczka nr. 67, 1.154258, 1.285370
